customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,date_joined,customer_segment,lifetime_value
CUST_000146,Michelle,Wilson,sarah91@example.com,601.684.0943x533,"142 Joshua Bridge Apt. 385, Josephport, OK 32590",North Larry,Michigan,71355,USA,2024-06-30,Premium,3381.66
CUST_000147,Brent,Johnson,rodriguezbrian@example.com,(429)397-9545x3817,"74773 Douglas Ridges Suite 562, Kristinamouth, NH 64399",North Thomasstad,New Mexico,60956,USA,2025-05-08,Regular,1269.56
CUST_000148,George,Tate,williamsullivan@example.net,858-514-8769,"6153 Mueller Mews, Amybury, HI 87350",Lake Sarahshire,New York,15485,USA,2024-10-23,Regular,741.3
CUST_000149,Caitlin,Nguyen,shortgregory@example.com,591-496-5701,"27846 Gonzalez Springs, Kevinport, PW 57481",Veronicashire,Alabama,80650,USA,2024-08-21,Budget,1569.99
CUST_000150,Richard,Anderson,bryan80@example.org,001-885-814-0369x656,"272 Angela Ville, Maryberg, LA 88327",East Alexander,Tennessee,02559,USA,2023-11-10,Regular,4652.19
CUST_000151,Jennifer,Tucker,iproctor@example.org,(867)996-9278,"69097 Jennifer Grove, Houseshire, MN 04886",New Timothystad,Delaware,76557,USA,2024-07-30,Premium,145.65
CUST_000152,Suzanne,Miller,steven18@example.net,737-218-9490,"565 Roberts Camp Suite 940, Laneshire, AR 86526",Lisatown,Maine,64039,USA,2023-09-24,Budget,4992.43
CUST_000153,David,Jones,johnathan94@example.com,901-492-9275x243,"1292 Mullins Loop, Youngmouth, VA 84069",East Becky,Minnesota,07621,USA,2024-12-01,Premium,458.98
CUST_000154,Joseph,Weiss,jacksonraymond@example.com,883.766.7428x6047,"USS Davis, FPO AP 84049",Stephaniechester,South Carolina,85968,USA,2025-05-18,Premium,2578.84
CUST_000155,Joseph,Nelson,scottbreanna@example.com,001-339-338-5258x00106,"44300 Brian Ranch Apt. 911, Port Cassandrafurt, TN 85423",North Heather,Kentucky,39110,USA,2024-07-18,Premium,4672.97
CUST_000156,Donna,Jones,rlivingston@example.com,001-654-421-4066x504,"96271 Amber Meadows Apt. 917, Dakotaland, CA 75388",Kimberlytown,New York,20011,USA,2024-12-10,Premium,4408.42
CUST_000157,Danielle,Fitzpatrick,sadams@example.com,(990)387-7661x8306,"4601 Nichols Junctions Apt. 743, New Benjamin, MS 87104",West Heather,Connecticut,83157,USA,2025-01-07,Regular,1496.44
CUST_000158,Michael,Miller,imoss@example.org,909.937.6184,"Unit 0050 Box 5061, DPO AE 86202",Bentleyside,Georgia,97632,USA,2024-10-13,Regular,4185.35
CUST_000159,Jesse,Jones,tracysmith@example.net,4323020417,"79931 Ronald Valleys, Nguyenshire, ND 18501",Maryborough,Wisconsin,06476,USA,2024-10-24,Budget,1582.33
CUST_000160,Glenn,Brown,donald62@example.net,(282)973-9021x962,"19467 Jamie Route, Alexandrachester, IA 23379",New Hectorfort,South Carolina,12038,USA,2024-11-20,Budget,2691.81
CUST_000161,Margaret,Turner,psmith@example.org,581-695-8837,"77220 Deanna Haven, South John, RI 99907",Williamston,Ohio,23554,USA,2023-11-21,Budget,4103.81
CUST_000162,Kristen,Washington,jonesjoe@example.com,001-595-363-5315,"63179 Brown Mews Apt. 397, South Nathaniel, NH 94849",Lake Michael,Louisiana,27005,USA,2024-04-07,Regular,4665.6
CUST_000163,David,Schwartz,ramirezdaniel@example.com,562.353.4929x298,"97740 Fitzgerald Gateway Apt. 569, New Sophia, PW 75697",South Tinaton,New Mexico,96639,USA,2025-03-09,Premium,4700.76
CUST_000164,William,Simmons,zmendoza@example.net,477-731-8063,"74279 Tiffany Mountain, Port Jacqueline, HI 49052",Padillatown,South Dakota,09767,USA,2024-05-15,Premium,1395.88
CUST_000165,Patricia,Cook,phillipskaren@example.net,+1-889-731-9508x501,"5281 Devon Isle, New Daniel, NJ 97150",Port Julie,Iowa,42504,USA,2024-04-20,Premium,3737.84
CUST_000166,Rachael,Gordon,eramirez@example.com,(777)388-1788x479,"16241 Fred Creek Apt. 723, West Robertside, DC 62616",Roberttown,Maine,25281,USA,2023-09-08,Premium,1434.51
CUST_000167,Andrew,Pham,robert55@example.com,001-488-677-4924,"0254 Huber River Apt. 842, Port Jean, MH 87841",East John,Arizona,42001,USA,2024-10-10,Budget,1132.09
CUST_000168,David,Green,jamiemann@example.net,952-757-8284x10672,"474 Lauren Stream Suite 517, East Ericaville, ME 03751",Williamsonbury,New Hampshire,47345,USA,2023-10-01,Regular,1097.63
CUST_000169,Mark,Franklin,brandywalker@example.com,901.787.1863,"562 Wood Landing, West Michaelport, NV 74036",East Jessicamouth,West Virginia,54975,USA,2025-04-06,Budget,4279.27
CUST_000170,Scott,Martin,achandler@example.org,001-391-823-4785,"462 Page Throughway Apt. 326, Angelaton, GU 40083",Troymouth,Iowa,04018,USA,2025-03-27,Budget,2493.81
CUST_000171,Aaron,Baker,qmartinez@example.com,(827)630-1471x95979,"158 Megan Estates Apt. 257, West Frank, KY 47839",Fieldsstad,Arkansas,38493,USA,2024-03-04,Premium,552.26
CUST_000172,Alyssa,Mayer,katiewhite@example.org,+1-428-255-4451x895,"7652 Jeffery Parkway Apt. 389, South Stevenland, DE 17701",South Michaelstad,Florida,58426,USA,2025-06-12,Regular,4163.81
CUST_000173,Vanessa,Mills,gerald40@example.net,332-823-4232,"07603 Antonio Shoals, South Davidview, AZ 09184",Elizabethville,Delaware,79379,USA,2023-12-28,Premium,117.37
CUST_000174,Briana,Gonzalez,anthony24@example.net,(552)589-3891x190,"USNS Winters, FPO AP 01068",East Samanthafort,Mississippi,92006,USA,2024-10-21,Premium,3221.86
CUST_000175,Jacob,Nunez,whitemichael@example.com,(638)236-1517x18275,"64794 Perez Lodge Suite 631, Crosbystad, HI 02176",Powersfurt,New Hampshire,69007,USA,2024-12-14,Regular,891.75
CUST_000176,Erica,Wilson,lmorales@example.org,001-621-653-5396x1367,"7967 Hernandez Motorway Apt. 147, Hallberg, AK 13556",Port Carlostown,Idaho,50653,USA,2024-11-02,Regular,2803.23
CUST_000177,Erin,Hernandez,wolfdonna@example.net,001-277-834-7784x85880,"7567 Johnson Fall, Nicoleburgh, NM 56951",West Jennifer,New York,14837,USA,2024-10-05,Regular,2848.44
CUST_000178,Emily,Keller,kalvarez@example.net,7642796954,"55905 Davis Key, Robertton, TN 32512",East Deborah,Pennsylvania,11634,USA,2025-06-28,Premium,468.69
CUST_000179,Hailey,Melton,morganandrew@example.com,2767986407,"9171 Matthew Parkway Suite 294, Taraborough, NM 83789",Port Melissaborough,Maine,35255,USA,2023-08-27,Budget,4529.25
CUST_000180,Kenneth,Berry,claudiarubio@example.net,001-819-554-1987,"484 Alvarado Island, South Richard, RI 68051",Powersside,Idaho,02939,USA,2024-11-20,Budget,276.54
CUST_000181,Jacqueline,Huffman,vlewis@example.com,489-669-0835x723,"1364 Lucas Glens Apt. 631, East Anthony, AS 41204",Washingtonchester,Nevada,85294,USA,2025-06-24,Regular,2954.3
CUST_000182,Benjamin,Moore,anthonyclarke@example.com,+1-382-807-0015x94165,"USNS Young, FPO AP 96770",New Elizabethshire,Wyoming,69347,USA,2024-02-02,Premium,2205.95
CUST_000183,Tyler,Davis,mejialawrence@example.net,001-263-963-2123x4764,"8673 Suarez Drive, Thomasstad, GU 40893",Lake Tammyton,West Virginia,87299,USA,2025-04-02,Premium,1610.47
CUST_000184,Shelley,Vazquez,johnnycruz@example.net,001-551-683-7606x441,"5604 Madeline Overpass, Mclaughlinmouth, VT 55861",Port Ethanview,North Carolina,09199,USA,2024-04-20,Premium,4504.73
CUST_000185,Robert,Daniel,shawn00@example.net,+1-527-420-6345x9112,"7724 Grace Views Suite 431, Richardsonfurt, FM 49957",North Stacy,Oklahoma,85318,USA,2024-11-08,Premium,3442.13
CUST_000186,Courtney,Meadows,sgonzalez@example.org,4693694215,"7133 Sophia Via Suite 476, South Melissa, PA 28755",Jessicaborough,Nebraska,24142,USA,2024-06-03,Budget,603.69
CUST_000187,Laura,Johnson,joe73@example.com,001-871-807-2563,"18005 Thomas Knoll Apt. 048, Turnerfurt, TN 49115",New Blake,Idaho,34617,USA,2023-11-30,Budget,4432.26
CUST_000188,William,Conrad,uanderson@example.net,662.741.5027x45644,"7287 Jacob Center, East Barry, KS 21938",Grahamfort,Arizona,58371,USA,2024-04-23,Regular,4871.8
CUST_000189,Vanessa,Hoffman,uvasquez@example.org,551-234-2284,"1371 Johnson Springs, South Nathanielville, MP 42907",North Christopher,Virginia,86948,USA,2024-07-28,Budget,857.31
CUST_000190,Shawn,Moses,riverabradley@example.net,859.323.0450x189,"61032 Chan Haven, North Kenneth, AS 57171",Rebeccaberg,Minnesota,87732,USA,2023-10-04,Premium,4336.57
CUST_000191,Marilyn,Hunt,ygriffin@example.com,299-761-6592x661,"Unit 3278 Box 8147, DPO AA 10879",Evansberg,Utah,39876,USA,2025-05-05,Premium,4418.94
CUST_000192,John,Patterson,arnoldsamantha@example.net,686-361-7945,"72260 Robert Squares, Leemouth, WV 88353",Hansonview,Michigan,25036,USA,2024-01-01,Premium,978.87
CUST_000193,Jacob,Burgess,monica16@example.net,9066102776,"641 Derek Field Apt. 030, South Deborah, SD 32191",Wilkinsonside,Illinois,11785,USA,2024-03-11,Regular,3933.69
CUST_000194,Kayla,Hernandez,kjohnson@example.org,001-777-270-7933x4960,"7998 Johnson Locks Suite 899, Hallton, NC 02993",Rayside,California,35608,USA,2025-06-14,Regular,4030.95
CUST_000195,Deborah,Small,simpsonsheila@example.com,760.924.3757x383,"665 Marsh Vista Apt. 934, Lake Timothyburgh, ID 20989",Garciachester,New York,40301,USA,2024-01-20,Budget,4072.67
CUST_000196,Jason,Williams,howardjose@example.net,(528)301-5619,"5508 Kemp Walk Apt. 077, North Kimberlyville, GU 74225",New Danielville,Indiana,47901,USA,2023-11-20,Regular,880.07
CUST_000197,Jessica,Erickson,goconnor@example.org,+1-455-321-3760x3754,"3286 Devin Meadow Suite 678, Sherrymouth, FL 01804",North Matthewfurt,Wyoming,22039,USA,2024-06-23,Budget,629.67
CUST_000198,Bryan,Malone,rachelbrown@example.net,001-484-866-8455x048,"997 Barron Tunnel, Roweport, CO 05346",Peterberg,North Dakota,71383,USA,2024-02-27,Premium,4307.11
CUST_000199,Jason,Hunt,adrienne20@example.org,+1-794-634-6810,"01749 Shawn Freeway Apt. 544, Lake Nicholas, WA 32958",West Zacharyborough,Wyoming,47853,USA,2024-07-08,Premium,1077.91
CUST_000200,Corey,Dawson,dmiller@example.com,(873)671-5869,"7622 Todd Mount Apt. 881, South Thomas, WA 21058",Sandraville,Rhode Island,54059,USA,2023-10-15,Regular,1813.33
CUST_000201,David,Armstrong,millsdavid@example.com,(544)470-2296x044,"18510 Olson Inlet Suite 567, Port Dillon, SC 60916",Contrerasberg,Washington,43127,USA,2023-09-29,Premium,1192.33
CUST_000202,Lauren,Beck,zhughes@example.com,+1-307-341-2094,"837 David Place, North Joshua, IL 32651",Millerside,Rhode Island,42500,USA,2024-05-29,Budget,1046.34
CUST_000203,Brianna,Henry,morganhenry@example.org,456.641.1182x42241,"USNS Brown, FPO AA 24285",Lake Brianfurt,Connecticut,42449,USA,2023-11-09,Regular,1465.15
CUST_000204,Robert,Nguyen,hdavid@example.org,339.693.7886,"617 Rick Fort Apt. 489, East Kathrynberg, ME 74982",Griffinhaven,Indiana,19161,USA,2024-05-06,Premium,4837.76
CUST_000205,Amber,Jackson,amandahenderson@example.net,600.879.4200x749,"Unit 3984 Box 0289, DPO AE 39906",South Hollyberg,Washington,73439,USA,2024-02-24,Regular,1820.62
CUST_000206,Natalie,Clark,nicole54@example.net,943.255.3795x020,"PSC 2687, Box 6811, APO AP 04557",Chambersstad,Missouri,79316,USA,2024-04-25,Budget,2058.42
CUST_000207,Paul,Combs,martinezmitchell@example.org,903.704.5319x433,"930 Tracey Route Suite 149, Jacksonborough, TN 97338",North Brianna,West Virginia,09027,USA,2023-10-28,Budget,1722.63
CUST_000208,Jordan,Hudson,nicoledaniel@example.com,208.794.8706,"1877 Holmes Cape Apt. 046, Stewartfurt, ID 44371",New Lindseybury,Vermont,56051,USA,2023-09-17,Premium,665.17
CUST_000209,Sally,Gonzalez,lance10@example.com,(309)954-3173x50583,"110 Nicholas Vista Apt. 207, West Cherylchester, CA 13847",New Brettfurt,Montana,13061,USA,2024-11-12,Regular,974.98
CUST_000210,Karen,Hall,chavezsteven@example.com,+1-291-350-7859x311,"284 Fisher Stream, Lopezberg, AS 06277",East Larrychester,North Carolina,85921,USA,2025-02-26,Regular,287.46
CUST_000211,Michael,Silva,dylanparker@example.com,550-589-2038x8065,"53779 Christian Port, Christinachester, MA 21771",South Nancyton,New York,29258,USA,2025-07-05,Budget,2229.36
CUST_000212,Adam,Walker,stevenlewis@example.com,001-356-436-2050x1508,"950 James Haven, East Nicole, VA 23344",Melaniebury,Idaho,26189,USA,2023-08-07,Budget,3953.5
CUST_000213,Gregory,Green,smitherica@example.com,+1-315-334-7355x2896,"38655 Rowland Gardens, Port Christinaborough, PR 70685",Kristinemouth,Kansas,07481,USA,2024-11-21,Regular,3070.42
CUST_000214,Laura,Salas,fclark@example.com,+1-991-928-6857x87255,"903 Patricia Mission Apt. 634, Onealshire, GA 49535",Andreaberg,Wisconsin,11514,USA,2024-03-07,Budget,666.66
CUST_000215,Sean,Bell,marshallchristine@example.com,576.665.7546x027,"48881 House Courts Apt. 150, West James, MA 33272",Julieview,Illinois,92990,USA,2024-11-02,Budget,1031.39
CUST_000216,Whitney,Murillo,alan44@example.com,(969)907-8263x3373,"3663 Cole Point, West Donberg, ME 97206",South Lisastad,Michigan,30056,USA,2024-06-11,Premium,3573.05
CUST_000217,Ronald,Goodwin,mark09@example.org,(525)899-9966,"71597 Davis Cove Apt. 097, East Jamesfurt, LA 27487",West Donna,California,60094,USA,2023-09-04,Premium,2647.61
CUST_000218,Miguel,Smith,michele66@example.org,528-667-1632,"99493 Hill Avenue Apt. 716, New Mark, OK 64851",Fordton,West Virginia,12442,USA,2024-03-01,Budget,3465.6
CUST_000219,Debbie,Ellison,isabella46@example.net,(363)829-6762,"24841 Regina Loop, West Charlesville, NY 43232",Hayesview,Indiana,66831,USA,2023-08-25,Budget,3711.48
CUST_000220,Steven,Jones,vjames@example.com,960.904.1257,"727 Skinner Extension, New Craigport, DE 70579",Jacksontown,Utah,36316,USA,2023-11-18,Premium,1884.69
CUST_000221,Scott,Thompson,staffordamanda@example.com,001-508-516-4709x006,"10600 Hoover Springs, East Susanville, AS 87547",Lake Gary,Nebraska,67675,USA,2023-10-13,Premium,4749.48
CUST_000222,Lisa,Morris,colleenvilla@example.com,(913)531-5520x65063,"950 Nicole Loop Suite 971, West Susan, PA 43014",Gregoryberg,Michigan,23481,USA,2024-11-26,Regular,3153.46
CUST_000223,Kathleen,Watts,bjones@example.net,001-276-383-8903,"91025 Phillips Drive Suite 303, Stevensonmouth, DC 36955",Dawnton,North Dakota,54881,USA,2024-12-06,Budget,4255.27
CUST_000224,Lisa,Christensen,melanierivera@example.org,480.933.9685,"1302 David Extensions, East William, NE 95526",Collinsborough,Kansas,56077,USA,2023-12-06,Budget,4510.23
CUST_000225,Catherine,Turner,mfaulkner@example.com,915.266.2776x8962,"49828 Jonathan Mountain Suite 746, Jonesberg, VT 62007",East Sabrina,Alabama,02183,USA,2025-05-21,Budget,1615.49
CUST_000226,Vincent,Swanson,asullivan@example.com,001-556-874-9160x1692,"USNV Hicks, FPO AA 83729",Heatherfurt,Nevada,96925,USA,2024-01-29,Regular,1698.3
CUST_000227,John,Johnson,crystal02@example.com,+1-872-343-9920x116,"2644 Willis Street, Goodwinland, CT 83886",Lisaview,West Virginia,27963,USA,2025-07-13,Budget,1548.71
CUST_000228,Kaitlin,Hale,benitezlisa@example.org,716-486-4622,"2817 Jacob Circle, Port Katherine, KS 54082",Simsville,South Dakota,22275,USA,2023-09-21,Premium,1040.02
CUST_000229,Kelly,Gray,caleb09@example.org,871.600.4090x1380,"USCGC Sherman, FPO AP 56790",Nathanmouth,Massachusetts,31905,USA,2025-07-21,Budget,4707.78
CUST_000230,Michael,Ross,hestermorgan@example.org,5767209184,"630 Smith Lake Apt. 573, Rossland, MI 56588",Hatfieldville,Washington,50945,USA,2024-03-06,Budget,3765.86
CUST_000231,Catherine,Joseph,andersonlaura@example.com,+1-887-227-1783x33211,"4347 Elizabeth Place Suite 153, Lake Matthewfurt, SD 84662",Stokesbury,Kentucky,15664,USA,2024-03-04,Premium,3116.02
CUST_000232,Christopher,Davis,juliewilson@example.com,(556)890-4098,"Unit 5528 Box 9931, DPO AA 01705",Stewartport,Iowa,66015,USA,2024-12-31,Regular,2089.77
CUST_000233,Stephen,Guzman,juliesweeney@example.net,5959481497,"52330 Melissa Stream Suite 420, Rogersfort, MI 99816",Myershaven,Washington,37599,USA,2024-02-26,Premium,1588.99
CUST_000234,Heather,Lee,udavis@example.net,4475292774,"059 Erika Walks, South Stephanie, NE 89557",North Cody,New Mexico,24045,USA,2023-08-31,Premium,2206.45
CUST_000235,David,Robertson,brittney26@example.org,3139674926,"7501 Christopher Overpass Apt. 099, Hillville, WY 78210",South Todd,Tennessee,92610,USA,2024-06-22,Budget,3072.64
CUST_000236,Kenneth,Martinez,bryan82@example.com,001-506-388-8718x981,"87510 Bailey Shoal, North Anna, PR 99207",North Tinahaven,Maryland,48153,USA,2024-09-16,Regular,2378.44
CUST_000237,George,Rowland,wrightbrandon@example.net,387-229-7585x9883,"43298 Brittany Harbors, Lake Cindy, CA 72570",Jorgeburgh,Montana,60278,USA,2023-09-24,Regular,3410.57
CUST_000238,Shirley,Rhodes,amandajones@example.net,235-598-9262x566,"186 Mark Corners, Reginaview, FL 30092",Alejandrofurt,Iowa,50129,USA,2023-10-11,Budget,2418.61
CUST_000239,Kirsten,Martinez,brianna71@example.net,(794)884-9102x562,"0822 Nicholas Street, Brianstad, VT 33152",Mannburgh,New Hampshire,46900,USA,2025-04-02,Budget,931.49
CUST_000240,Taylor,Mitchell,tmeyer@example.org,314-665-1113x1290,"68277 Richard Ridges Apt. 068, Johnhaven, TX 80349",New Shaneburgh,Utah,69119,USA,2025-06-23,Premium,1490.55
CUST_000241,Jeffrey,Jones,williefarley@example.com,662.551.5381x4474,"48079 Brown Avenue Suite 545, North Michaelburgh, MO 46970",North Ryanborough,Colorado,69850,USA,2024-08-24,Budget,3201.41
CUST_000242,Rachel,Jenkins,xsmith@example.net,937-965-4562x841,"605 Daniel Haven Apt. 266, Rachelburgh, TN 26583",Moyerview,Delaware,55694,USA,2024-08-04,Regular,557.6
CUST_000243,Andrea,Marsh,markduran@example.com,862.211.0225x80305,"7163 Jessica Ferry Apt. 414, Lake Lori, ID 62615",Lake Jessicaburgh,Illinois,77990,USA,2024-11-21,Premium,3396.7
CUST_000244,Cynthia,Perez,richardhill@example.org,(660)593-1066,"0860 Rodriguez Lakes Suite 563, Pattyburgh, AZ 00571",Lake Julieborough,Maine,62374,USA,2024-02-24,Premium,4052.16
CUST_000245,Rebekah,Garcia,johnnyhenry@example.com,511-608-2555x9895,"12910 James Mission Apt. 189, Kevinfort, WV 26977",North David,Nebraska,72655,USA,2025-01-24,Premium,219.68
CUST_000246,Johnny,Wiley,patricia71@example.com,476-688-0294,"367 Gabriel Terrace, Hartfurt, MO 80090",Jamietown,Hawaii,75460,USA,2024-01-07,Premium,4921.29
CUST_000247,Brittany,Smith,ugordon@example.net,643-244-8123x083,"40338 Aaron Key Suite 518, Jenniferchester, MH 80649",Markton,South Dakota,01865,USA,2025-04-21,Budget,4263.71
CUST_000248,Michael,Cross,gregory08@example.net,001-891-464-9837x35439,"2717 Stephen Via Apt. 397, Lake Julian, ME 21855",Port Phillip,Rhode Island,25122,USA,2023-09-13,Premium,2331.54
CUST_000249,Douglas,Simmons,zstout@example.org,001-582-309-1660x1002,"18513 Timothy Port, Ochoaport, MA 63272",East Brian,Vermont,35557,USA,2024-11-20,Budget,2920.79
CUST_000250,Amy,Smith,garciakenneth@example.net,(920)430-3662x54361,"Unit 3145 Box 1951, DPO AA 11616",New Edwardchester,North Dakota,44389,USA,2024-10-29,Budget,3512.14
CUST_000251,Howard,Coleman,colleen45@example.org,975-341-0225x267,"421 Cooley Falls Suite 557, Olsonchester, PA 83941",Devonbury,Missouri,55375,USA,2024-09-20,Regular,2058.3
CUST_000252,Tyler,Ferguson,patrickcarpenter@example.com,293.713.5030x58721,"7286 Jason Fork, Lake Devinberg, MS 96587",Lake Tammiestad,Arkansas,92435,USA,2023-10-12,Premium,3314.68
CUST_000253,Elizabeth,Jones,anthonydiaz@example.org,610.996.2272,"0412 Nicole Bypass Apt. 820, Wallmouth, OH 93746",Samanthahaven,Maryland,93477,USA,2024-01-14,Premium,4474.03
CUST_000254,Rodney,Moore,boydtiffany@example.org,001-736-890-3628x9177,"56341 Christian Rapids, Anthonyport, GA 71485",North Jasontown,Wisconsin,41017,USA,2023-12-14,Premium,3914.26
CUST_000255,Andrea,Little,allenchristopher@example.net,001-209-770-0514,"356 Dickson Squares Apt. 568, New Lindseyberg, AK 77463",Woodston,Maine,21632,USA,2023-11-16,Premium,961.84
CUST_000256,Faith,Miller,cisnerosjesse@example.org,+1-822-288-9857x25459,"39912 Davis Bridge Apt. 481, Davismouth, GA 39246",North Joshua,Mississippi,46817,USA,2023-09-29,Budget,2637.99
CUST_000257,Charles,Page,escott@example.com,001-772-719-7054x66927,"740 Joyce Gardens Apt. 214, Moorefurt, PR 10066",South Morgan,Texas,12756,USA,2024-04-18,Premium,2831.29
CUST_000258,Steven,Day,lrodriguez@example.net,966-536-5155,"47082 Thomas Forest Suite 909, Brownstad, WY 56876",Lewisborough,Alaska,99934,USA,2025-01-03,Premium,2336.66
CUST_000259,Rodney,King,christopherjones@example.com,347-868-3420,"35677 Tammy Mews Suite 960, North Jennifer, OR 81308",West Elizabeth,Washington,97866,USA,2025-04-22,Regular,3371.13
CUST_000260,Jillian,Stewart,peggypeck@example.com,816-448-0727x91033,"3390 Cervantes Brook, Peggyhaven, GU 16851",Banksmouth,Nebraska,54291,USA,2024-04-20,Budget,3017.72
CUST_000261,Michael,Daniels,daniel27@example.com,(328)392-8664x649,"09617 Cynthia Parkway, Lake Kellychester, IL 29714",Arnoldville,Illinois,62049,USA,2023-10-26,Regular,3102.0
CUST_000262,Michael,Leon,pgutierrez@example.net,001-860-253-8444x4630,"8955 Susan Meadows, New Teresa, ID 81276",Pooleshire,Nevada,17392,USA,2025-07-20,Budget,4470.9
CUST_000263,Daisy,Madden,richardflores@example.org,(331)228-1964x82531,"98196 Julia Curve, Waltersstad, HI 31921",West James,Kansas,95700,USA,2025-03-18,Regular,4169.79
CUST_000264,Lindsay,Gray,donna41@example.org,+1-309-311-7911x2442,"61706 Tommy Road Apt. 366, Cynthiamouth, AS 21617",West Alejandro,Idaho,86964,USA,2024-10-04,Budget,2284.98
CUST_000265,Crystal,Bond,daughertyvictoria@example.com,+1-298-402-8413x908,"30523 Jessica Crossroad Suite 473, West Jeanport, NH 98175",Grahamfurt,Illinois,33281,USA,2023-12-03,Premium,3743.91
CUST_000266,James,Mathis,suzanne19@example.net,823-876-7694x5919,"1720 Matthews Hill Suite 601, Port Marcus, WY 24869",Johnborough,Texas,49215,USA,2024-05-05,Regular,2305.34
CUST_000267,Dustin,Edwards,floresalex@example.com,579.553.8164,"919 Fleming Mews Suite 533, Port Troyton, KY 55713",North Shawnmouth,Pennsylvania,50682,USA,2024-01-21,Premium,4215.33
CUST_000268,Barbara,Mitchell,buckjustin@example.com,8886050171,"1857 Phillip Square Suite 715, North Jeffreytown, DC 14281",Michellechester,Iowa,22808,USA,2023-09-28,Regular,3852.49
CUST_000269,James,Barrera,lisa80@example.net,8406104145,"712 Atkins Terrace, Walshville, NC 69653",New Timothy,New York,37272,USA,2024-03-28,Budget,2474.53
CUST_000270,Kendra,Webb,bakerkenneth@example.org,(883)531-1703x037,"98854 Rios Vista Apt. 235, Hesterhaven, ID 52956",North Joshua,Hawaii,90451,USA,2024-03-16,Premium,1445.53
CUST_000271,Stephanie,Ray,thomasnancy@example.net,930-772-4078,"6326 Romero Center, Nelsonville, AR 85517",Dennischester,Illinois,39036,USA,2023-12-16,Premium,3596.37
CUST_000272,Richard,Wheeler,gstone@example.net,5313310094,"96661 Jessica Square Suite 732, West Dana, VT 78660",Jessicaville,Idaho,66461,USA,2025-06-26,Premium,1431.4
CUST_000273,Jackie,Woods,melissa32@example.com,+1-312-425-7207x65024,"579 Tracy Gateway, Rodrigueztown, OK 89636",Maryhaven,North Carolina,22429,USA,2025-02-27,Regular,4475.83
CUST_000274,Dwayne,Davis,linda57@example.com,001-958-347-4570x5458,"63257 John Streets, Howardland, ID 50017",West Natalieside,New Hampshire,69563,USA,2023-12-04,Premium,778.03
CUST_000275,Joseph,Shelton,peter64@example.com,709.685.9167,"2728 Hanson Shores, West Tommy, CA 39131",South Blakeport,Pennsylvania,16679,USA,2023-09-01,Premium,1976.87
CUST_000276,Tracy,Smith,donna00@example.com,(554)888-2142,"3075 Lisa Route, Hendersonville, MH 34744",Carlaburgh,Oregon,57624,USA,2024-12-30,Premium,3561.45
CUST_000277,Nancy,Brock,feliciagonzalez@example.org,(483)944-1497x82661,"5676 Murray Points Apt. 612, Kristinshire, NY 49405",New Amy,Oregon,38950,USA,2023-09-01,Premium,2132.85
CUST_000278,Karina,Long,dsantiago@example.net,701.204.1591x497,"382 Taylor Spring, West Courtney, VA 01346",Hansonborough,Delaware,09301,USA,2023-07-22,Regular,2758.79
CUST_000279,Eric,Hobbs,wrightdale@example.org,376.801.4672x38497,"23288 Thomas Highway, Elizabethshire, NM 48648",Peterville,New Jersey,55144,USA,2025-04-13,Regular,405.1
CUST_000280,Roger,Johnson,ywilson@example.org,001-940-697-0527,"8835 Palmer Extensions, West Diana, OK 44972",Espinozaberg,Louisiana,86804,USA,2024-03-13,Regular,2008.44
CUST_000281,Sandra,Jones,ebennett@example.net,+1-329-288-4259x95996,"11775 Tina Valley, North Rachel, HI 95942",Camposchester,California,08617,USA,2024-11-08,Budget,4735.7
CUST_000282,John,Johnson,alexandernicholas@example.net,5255176298,"433 Ryan Pines Apt. 190, East Arthurberg, MH 01187",Kimshire,Ohio,09933,USA,2024-04-11,Premium,4297.99
CUST_000283,Jacob,Blair,nlee@example.net,385.459.8217x6619,"17309 Johnson View Suite 465, Port Monicaport, CA 70548",Port April,South Carolina,66043,USA,2024-03-20,Budget,1963.87
CUST_000284,Reginald,Brown,aguilarsharon@example.com,+1-200-556-4350x2385,"1699 Paige Neck, West Jennifer, CT 05167",Romerostad,Nevada,63100,USA,2024-03-13,Premium,4719.43
CUST_000285,Kimberly,Walter,andrewbrown@example.org,+1-496-808-7066,"71955 Matthew Centers, East Christopher, AL 30270",Burgessside,Oregon,06501,USA,2025-04-04,Regular,3792.03
CUST_000286,Alexis,Cortez,jonesdavid@example.org,305-659-3429x6711,"USNS Simpson, FPO AP 47288",South Jennifer,Mississippi,72774,USA,2024-03-05,Regular,2737.28
CUST_000287,Misty,Sanchez,luis88@example.org,5566974132,"52037 Benton Brooks, Huffview, KY 77602",Evansland,Arkansas,37082,USA,2025-05-15,Budget,2776.05
CUST_000288,Chelsea,Simpson,ccruz@example.org,762.268.0408,"PSC 5493, Box 0596, APO AA 96082",Port Danielfurt,Washington,89363,USA,2024-03-01,Budget,4499.28
CUST_000289,Michele,Hurley,ucoleman@example.net,001-684-726-7320x44138,"454 Patton Valleys, North Kurtmouth, MP 35171",South Steven,New Hampshire,01663,USA,2024-07-18,Regular,1175.17
CUST_000290,Benjamin,Howard,rickyriley@example.org,598-451-7244x472,"10287 Williams Stravenue, North Stephanie, KS 34244",Lake Meganstad,Ohio,94652,USA,2023-08-25,Regular,2479.65
