transaction_id,customer_id,product_id,quantity,unit_price,total_amount,discount_amount,tax_amount,shipping_cost,payment_method,transaction_date,order_status,shipping_address,channel
TXN_00000836,CUST_000066,PROD_000272,2,31.37,62.74,3.3,5.02,13.0,Credit Card,2025-07-22 14:08:30,Pending,"724 Johnny Drives Suite 617, Aguilarside, NY 91164",Website
TXN_00000837,CUST_000191,PROD_000157,3,103.82,311.47,34.61,24.92,2.08,Credit Card,2025-07-22 14:08:06,Pending,"Unit 3278 Box 8147, DPO AA 10879",In-Store
TXN_00000838,CUST_000007,PROD_000339,3,221.55,664.66,73.85,53.17,7.22,Credit Card,2025-07-22 14:08:03,Cancelled,"820 Melissa Cliff Apt. 361, New Brooke, RI 11246",In-Store
TXN_00000839,CUST_000022,PROD_000481,4,335.17,1340.68,70.56,107.25,11.18,Bank Transfer,2025-07-22 14:06:56,Refunded,"Unit 7565 Box 5125, DPO AA 91422",Phone
TXN_00000840,CUST_000575,PROD_000247,2,221.42,442.84,9.04,35.43,3.75,Debit Card,2025-07-22 14:07:05,Cancelled,"0208 Elizabeth Cove Apt. 902, Port Christian, MN 39729",Phone
TXN_00000841,CUST_000975,PROD_000346,1,339.82,339.82,37.76,27.19,8.75,PayPal,2025-07-22 14:06:25,Pending,"PSC 7982, Box 9305, APO AA 65894",Mobile App
TXN_00000842,CUST_000027,PROD_000489,4,327.15,1308.61,26.71,104.69,6.5,Bank Transfer,2025-07-22 14:08:28,Refunded,"842 Sloan Orchard Suite 517, East Karenbury, VI 89148",In-Store
TXN_00000843,CUST_000702,PROD_000448,3,14.38,43.15,4.79,3.45,9.34,Bank Transfer,2025-07-22 14:06:38,Refunded,"459 Taylor Harbors Apt. 899, Lake Daniel, NJ 83869",Mobile App
TXN_00000844,CUST_000513,PROD_000295,5,42.15,210.75,4.3,16.86,5.29,Credit Card,2025-07-22 14:04:31,Refunded,"38502 Lisa Ridge, Robertmouth, HI 59280",Mobile App
TXN_00000845,CUST_000372,PROD_000452,1,447.24,447.24,49.69,35.78,14.37,PayPal,2025-07-22 14:04:19,Refunded,"576 Samantha Neck Suite 319, North Melissaton, PR 01970",In-Store
TXN_00000846,CUST_000555,PROD_000118,5,50.08,250.38,27.82,20.03,12.4,PayPal,2025-07-22 14:06:36,Refunded,"73536 Moore Forges Suite 700, Christopherville, WI 73903",Website
TXN_00000847,CUST_000826,PROD_000378,1,395.05,395.05,20.79,31.6,2.7,PayPal,2025-07-22 14:05:28,Refunded,"PSC 7650, Box 7752, APO AA 93232",Mobile App
TXN_00000848,CUST_000877,PROD_000433,3,90.48,271.43,30.16,21.71,3.68,Debit Card,2025-07-22 14:04:46,Cancelled,"16785 Vaughan Grove Apt. 889, Wendyshire, IL 03640",In-Store
TXN_00000849,CUST_000290,PROD_000054,2,333.32,666.63,35.09,53.33,11.69,Credit Card,2025-07-22 14:04:13,Completed,"10287 Williams Stravenue, North Stephanie, KS 34244",In-Store
TXN_00000850,CUST_000425,PROD_000233,1,132.63,132.63,2.71,10.61,10.75,Debit Card,2025-07-22 14:10:02,Refunded,"5068 Ryan Coves Suite 768, New Jason, NC 35075",In-Store
TXN_00000851,CUST_000181,PROD_000116,2,75.68,151.35,7.97,12.11,8.42,Bank Transfer,2025-07-22 14:09:17,Cancelled,"1364 Lucas Glens Apt. 631, East Anthony, AS 41204",Mobile App
TXN_00000852,CUST_000004,PROD_000072,5,229.85,1149.26,127.7,91.94,3.26,PayPal,2025-07-22 14:09:07,Completed,"4303 Christopher Oval, Port Amandaberg, DC 86975",Phone
TXN_00000853,CUST_000833,PROD_000199,4,58.62,234.47,26.05,18.76,4.77,PayPal,2025-07-22 14:08:20,Pending,"756 Thomas Extension, North Danielland, SD 59067",Mobile App
TXN_00000854,CUST_000043,PROD_000466,1,401.64,401.64,21.14,32.13,12.04,Bank Transfer,2025-07-22 14:09:14,Completed,"15447 Jackson Mills Suite 705, Hillton, CA 88474",In-Store
TXN_00000855,CUST_000869,PROD_000391,4,92.74,370.94,41.22,29.68,1.79,Bank Transfer,2025-07-22 14:10:08,Pending,"80679 Murray Fort Suite 720, Wilsonburgh, WV 25885",In-Store
TXN_00000856,CUST_000383,PROD_000310,5,236.13,1180.66,62.14,94.45,5.74,Credit Card,2025-07-22 14:08:38,Cancelled,"58644 Santiago Field Apt. 435, Jamesmouth, OR 68673",Website
TXN_00000857,CUST_000424,PROD_000188,5,400.45,2002.27,105.38,160.18,14.82,Bank Transfer,2025-07-22 14:08:37,Cancelled,"1140 Anderson Plain Suite 050, Johnfurt, NE 57565",Mobile App
TXN_00000858,CUST_000190,PROD_000122,4,79.11,316.44,35.16,25.32,0.56,Credit Card,2025-07-22 14:07:02,Cancelled,"61032 Chan Haven, North Kenneth, AS 57171",Website
TXN_00000859,CUST_000422,PROD_000106,1,313.5,313.5,16.5,25.08,7.05,Bank Transfer,2025-07-22 14:08:07,Cancelled,"3265 Benjamin Lodge, Lake Chaseland, PW 98810",In-Store
TXN_00000860,CUST_000734,PROD_000004,3,460.68,1382.04,28.2,110.56,11.31,Bank Transfer,2025-07-22 14:07:40,Completed,"8564 Jeffrey Groves Suite 416, Nancystad, NH 28549",In-Store
TXN_00000861,CUST_000309,PROD_000254,4,406.41,1625.62,33.18,130.05,9.18,Bank Transfer,2025-07-22 14:04:14,Cancelled,"34324 Wolfe Greens Apt. 759, Michaelhaven, NV 83210",Phone
TXN_00000862,CUST_000093,PROD_000333,4,88.4,353.59,18.61,28.29,12.73,Credit Card,2025-07-22 14:04:47,Cancelled,"875 Bruce Ville, West Connor, DC 97614",Website
TXN_00000863,CUST_000088,PROD_000164,1,146.87,146.87,7.73,11.75,3.36,Credit Card,2025-07-22 14:09:59,Pending,"USCGC Thompson, FPO AE 28273",Website
TXN_00000864,CUST_000714,PROD_000301,3,348.12,1044.35,54.97,83.55,12.92,Bank Transfer,2025-07-22 14:09:04,Pending,"3411 Webster Trafficway Apt. 309, Port Antonioton, OK 36907",Mobile App
TXN_00000865,CUST_000686,PROD_000140,1,188.38,188.38,3.84,15.07,2.87,PayPal,2025-07-22 14:07:39,Completed,"86625 Heather Pine Suite 738, New Jennifer, MI 46187",Website
TXN_00000866,CUST_000495,PROD_000379,3,447.59,1342.76,149.2,107.42,13.25,Credit Card,2025-07-22 14:07:45,Completed,"472 Estrada Lakes, East John, ID 05053",Website
TXN_00000867,CUST_000567,PROD_000364,3,110.14,330.43,36.71,26.43,1.13,PayPal,2025-07-22 14:09:49,Refunded,"155 Moore Walk Apt. 972, Lake Patrick, FL 39250",In-Store
TXN_00000868,CUST_000780,PROD_000210,2,88.02,176.05,3.59,14.08,13.87,Bank Transfer,2025-07-22 14:07:31,Completed,"Unit 9812 Box 1300, DPO AP 97476",Mobile App
TXN_00000869,CUST_000757,PROD_000221,3,450.29,1350.87,71.1,108.07,12.93,Bank Transfer,2025-07-22 14:10:03,Refunded,"2264 Jonathan Way, Roberttown, FM 02011",Website
TXN_00000870,CUST_000689,PROD_000036,5,256.26,1281.3,26.15,102.5,7.91,Bank Transfer,2025-07-22 14:07:58,Refunded,"25936 Diaz Walks, New Gregory, VA 31636",In-Store
TXN_00000871,CUST_000116,PROD_000234,3,313.18,939.55,104.39,75.16,11.59,Bank Transfer,2025-07-22 14:09:05,Pending,"372 Jason Locks, Laurenton, GA 51501",Website
TXN_00000872,CUST_000578,PROD_000094,3,162.61,487.84,54.2,39.03,11.49,Credit Card,2025-07-22 14:05:56,Cancelled,"31753 Anderson Manors Suite 752, Kingville, MH 19095",Mobile App
TXN_00000873,CUST_000582,PROD_000372,2,365.14,730.28,81.14,58.42,10.42,Credit Card,2025-07-22 14:09:09,Refunded,"2702 Ross Greens Suite 095, Leeland, NJ 37861",Website
TXN_00000874,CUST_000527,PROD_000492,2,391.56,783.12,41.22,62.65,0.2,Debit Card,2025-07-22 14:09:01,Refunded,"607 Tanner Prairie Apt. 747, Port Christina, NE 77868",Phone
TXN_00000875,CUST_000530,PROD_000012,2,348.71,697.43,14.23,55.79,7.31,PayPal,2025-07-22 14:05:47,Pending,"99530 Hughes Court Suite 937, Ryanshire, AR 66384",In-Store
TXN_00000876,CUST_000783,PROD_000499,3,64.14,192.42,3.93,15.39,10.63,Debit Card,2025-07-22 14:08:24,Completed,"868 Monica Crescent Apt. 433, South Jonathanhaven, AK 42506",Mobile App
TXN_00000877,CUST_000879,PROD_000149,2,19.55,39.1,4.34,3.13,13.75,Bank Transfer,2025-07-22 14:08:47,Refunded,"204 Kimberly Bypass Apt. 054, Jeanneborough, PW 68161",Mobile App
TXN_00000878,CUST_000293,PROD_000349,4,123.68,494.7,10.1,39.58,2.82,PayPal,2025-07-22 14:09:56,Refunded,"732 Smith Crest, Bakerside, VT 62086",Mobile App
TXN_00000879,CUST_000282,PROD_000043,3,23.21,69.63,7.74,5.57,14.27,Credit Card,2025-07-22 14:05:51,Pending,"433 Ryan Pines Apt. 190, East Arthurberg, MH 01187",Phone
TXN_00000880,CUST_000469,PROD_000190,1,153.04,153.04,8.05,12.24,11.18,Debit Card,2025-07-22 14:07:30,Completed,"5080 Catherine Loaf, Port Bobby, MA 94185",Phone
TXN_00000881,CUST_000468,PROD_000469,2,252.78,505.56,10.32,40.44,4.0,Bank Transfer,2025-07-22 14:09:38,Refunded,"545 Williams Springs, Scottstad, LA 85987",In-Store
TXN_00000882,CUST_000916,PROD_000184,3,146.78,440.35,23.18,35.23,1.77,Credit Card,2025-07-22 14:04:28,Cancelled,"PSC 8862, Box 3065, APO AP 34503",Phone
TXN_00000883,CUST_000608,PROD_000163,2,103.69,207.38,23.04,16.59,2.26,Bank Transfer,2025-07-22 14:10:12,Cancelled,"640 Alex Forge, New Davidburgh, AR 97596",Website
TXN_00000884,CUST_000456,PROD_000357,4,165.9,663.62,13.54,53.09,4.09,Credit Card,2025-07-22 14:08:24,Completed,"166 Garcia Light Apt. 237, Stephaniefort, NJ 75345",Phone
TXN_00000885,CUST_000278,PROD_000252,4,197.23,788.92,41.52,63.11,2.91,Debit Card,2025-07-22 14:09:09,Refunded,"382 Taylor Spring, West Courtney, VA 01346",Mobile App
TXN_00000886,CUST_000346,PROD_000318,5,17.21,86.07,4.53,6.89,4.14,Bank Transfer,2025-07-22 14:08:37,Refunded,"186 Jessica Gateway, Port Howard, SD 65378",Website
TXN_00000887,CUST_000032,PROD_000115,1,64.96,64.96,7.22,5.2,9.7,Credit Card,2025-07-22 14:09:17,Pending,"8998 Chelsea Shoals, Anthonyview, UT 41000",Website
TXN_00000888,CUST_000188,PROD_000117,1,197.03,197.03,10.37,15.76,13.43,PayPal,2025-07-22 14:04:33,Pending,"7287 Jacob Center, East Barry, KS 21938",Website
TXN_00000889,CUST_000302,PROD_000160,5,328.97,1644.83,86.57,131.59,1.52,Debit Card,2025-07-22 14:09:02,Refunded,"43878 Edwards Run Apt. 577, North Ronaldland, MS 17184",Phone
TXN_00000890,CUST_000123,PROD_000305,4,83.62,334.48,17.6,26.76,1.52,PayPal,2025-07-22 14:08:21,Refunded,"006 Dalton River Apt. 164, East Joan, NV 82615",Mobile App
TXN_00000891,CUST_000796,PROD_000331,2,295.3,590.6,31.08,47.25,11.79,PayPal,2025-07-22 14:10:00,Cancelled,"0078 Paul Estate, East James, VT 66174",In-Store
TXN_00000892,CUST_000864,PROD_000352,1,361.82,361.82,40.2,28.95,1.41,Bank Transfer,2025-07-22 14:08:45,Cancelled,"USCGC Smith, FPO AA 27598",Mobile App
TXN_00000893,CUST_000080,PROD_000212,2,289.33,578.66,30.46,46.29,4.73,Credit Card,2025-07-22 14:09:18,Pending,"85374 Baker Crest Apt. 249, East Marymouth, FL 12456",Mobile App
TXN_00000894,CUST_000804,PROD_000169,3,33.66,100.98,11.22,8.08,13.5,Debit Card,2025-07-22 14:09:34,Completed,"86056 Daniels Branch Apt. 166, Yvonneshire, MP 48693",Phone
TXN_00000895,CUST_000544,PROD_000069,4,417.19,1668.74,185.42,133.5,5.01,Debit Card,2025-07-22 14:05:45,Cancelled,"USS Hunter, FPO AE 72377",Website
TXN_00000896,CUST_000397,PROD_000352,2,393.98,787.96,16.08,63.04,10.19,Credit Card,2025-07-22 14:04:20,Cancelled,"819 Taylor Mountain Suite 281, Obrienport, AZ 52063",Phone
TXN_00000897,CUST_000777,PROD_000252,5,197.23,986.15,51.9,78.89,0.02,Debit Card,2025-07-22 14:08:27,Refunded,"9992 Sims Keys, Lake Paul, DE 97454",Website
TXN_00000898,CUST_000538,PROD_000448,1,15.18,15.18,0.8,1.21,12.28,PayPal,2025-07-22 14:09:49,Pending,"88568 Kimberly Ports, New Valerie, NM 71118",Mobile App
TXN_00000899,CUST_000409,PROD_000419,2,106.79,213.58,11.24,17.09,11.63,Credit Card,2025-07-22 14:09:07,Cancelled,"754 Shannon Spurs, Maryfurt, KY 21532",In-Store
TXN_00000900,CUST_000843,PROD_000436,4,454.19,1816.76,37.08,145.34,7.36,PayPal,2025-07-22 14:08:33,Cancelled,"32198 Todd Views Suite 551, East Martinfurt, NE 57438",Phone
TXN_00000901,CUST_000046,PROD_000287,3,199.25,597.76,31.46,47.82,5.46,Credit Card,2025-07-22 14:06:12,Cancelled,"84249 Wayne Extension Apt. 299, Meganshire, AZ 04219",In-Store
TXN_00000902,CUST_000075,PROD_000424,3,256.27,768.8,85.42,61.5,13.37,Bank Transfer,2025-07-22 14:10:10,Completed,"76137 Allison Bridge, Sarahberg, MS 74999",In-Store
TXN_00000903,CUST_000249,PROD_000232,5,362.31,1811.53,36.97,144.92,10.92,Credit Card,2025-07-22 14:06:16,Pending,"18513 Timothy Port, Ochoaport, MA 63272",Phone
TXN_00000904,CUST_000167,PROD_000405,2,76.26,152.53,3.11,12.2,9.89,Debit Card,2025-07-22 14:08:38,Cancelled,"0254 Huber River Apt. 842, Port Jean, MH 87841",Phone
TXN_00000905,CUST_000732,PROD_000029,1,280.64,280.64,14.77,22.45,3.67,Bank Transfer,2025-07-22 14:04:48,Cancelled,"1294 Davis Inlet Apt. 531, Hardinside, HI 68660",Mobile App
TXN_00000906,CUST_000694,PROD_000159,1,58.73,58.73,1.2,4.7,2.91,Bank Transfer,2025-07-22 14:04:18,Completed,"14107 Stephen Mews Apt. 485, Port Destinyside, MP 80016",In-Store
TXN_00000907,CUST_000306,PROD_000498,5,250.73,1253.66,25.58,100.29,13.49,Bank Transfer,2025-07-22 14:05:07,Pending,"5639 Patrick Fall Apt. 375, North Brenda, MA 12835",In-Store
TXN_00000908,CUST_000877,PROD_000327,3,444.93,1334.8,148.31,106.78,13.32,Bank Transfer,2025-07-22 14:05:48,Refunded,"16785 Vaughan Grove Apt. 889, Wendyshire, IL 03640",In-Store
TXN_00000909,CUST_000549,PROD_000011,3,191.12,573.34,63.7,45.87,2.86,PayPal,2025-07-22 14:07:38,Completed,"25239 Campos Divide Apt. 944, Salinasfort, FM 24132",Phone
TXN_00000910,CUST_000939,PROD_000063,4,252.28,1009.12,112.12,80.73,8.5,PayPal,2025-07-22 14:05:18,Cancelled,"12300 Ellis Parkways Suite 915, East Janice, HI 45120",Website
TXN_00000911,CUST_000512,PROD_000203,1,158.0,158.0,17.56,12.64,7.48,Debit Card,2025-07-22 14:06:35,Refunded,"33474 Joseph Fords, North Kevinmouth, VT 76450",Mobile App
TXN_00000912,CUST_000164,PROD_000276,5,79.97,399.87,44.43,31.99,14.5,Debit Card,2025-07-22 14:04:14,Cancelled,"74279 Tiffany Mountain, Port Jacqueline, HI 49052",Phone
TXN_00000913,CUST_000445,PROD_000220,3,417.51,1252.52,65.92,100.2,0.97,PayPal,2025-07-22 14:08:31,Completed,"659 Danielle Freeway, East Peggy, MD 86132",Phone
TXN_00000914,CUST_000452,PROD_000160,1,311.65,311.65,34.63,24.93,3.26,Credit Card,2025-07-22 14:05:49,Completed,"7975 Orozco Inlet Apt. 579, Nathanchester, MP 23108",Phone
TXN_00000915,CUST_000793,PROD_000142,3,89.93,269.8,5.51,21.58,0.08,PayPal,2025-07-22 14:04:53,Completed,"128 Adrian Park Suite 611, Lake Mary, PA 99473",Website
TXN_00000916,CUST_000144,PROD_000229,3,159.67,479.01,9.78,38.32,2.07,PayPal,2025-07-22 14:09:24,Pending,"78576 Mary Hills Suite 880, New Gina, AS 46847",Website
TXN_00000917,CUST_000917,PROD_000102,3,332.54,997.63,20.36,79.81,2.14,Debit Card,2025-07-22 14:07:03,Refunded,"461 Walters Mountains, Mayborough, HI 08919",Website
TXN_00000918,CUST_000627,PROD_000192,3,272.16,816.47,42.97,65.32,3.28,Bank Transfer,2025-07-22 14:10:00,Cancelled,"121 Crystal Isle Apt. 881, New Deborah, ND 69050",Mobile App
TXN_00000919,CUST_000470,PROD_000326,4,341.95,1367.78,151.98,109.42,6.34,Credit Card,2025-07-22 14:05:28,Cancelled,"Unit 4445 Box 4460, DPO AP 28060",In-Store
TXN_00000920,CUST_000144,PROD_000382,5,123.11,615.54,12.56,49.24,4.66,Bank Transfer,2025-07-22 14:07:25,Cancelled,"78576 Mary Hills Suite 880, New Gina, AS 46847",Mobile App
TXN_00000921,CUST_000176,PROD_000455,2,162.74,325.49,17.13,26.04,3.75,Bank Transfer,2025-07-22 14:06:25,Pending,"7967 Hernandez Motorway Apt. 147, Hallberg, AK 13556",In-Store
TXN_00000922,CUST_000182,PROD_000110,3,340.34,1021.03,113.45,81.68,1.28,Bank Transfer,2025-07-22 14:07:34,Pending,"USNS Young, FPO AP 96770",Phone
TXN_00000923,CUST_000002,PROD_000035,4,221.97,887.88,18.12,71.03,1.44,Bank Transfer,2025-07-22 14:08:18,Cancelled,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",In-Store
TXN_00000924,CUST_000483,PROD_000392,4,56.03,224.11,4.57,17.93,5.31,Bank Transfer,2025-07-22 14:06:38,Refunded,"Unit 1227 Box 5950, DPO AE 21198",Phone
TXN_00000925,CUST_000133,PROD_000139,4,349.73,1398.93,28.55,111.91,0.42,Credit Card,2025-07-22 14:06:21,Refunded,"8320 Maddox Terrace, East Ryanfurt, FL 17827",Website
TXN_00000926,CUST_000628,PROD_000350,2,371.01,742.02,15.14,59.36,9.23,PayPal,2025-07-22 14:06:56,Pending,"48649 Morse Gardens, Bradleyfort, MD 60825",In-Store
TXN_00000927,CUST_000214,PROD_000176,2,390.04,780.08,15.92,62.41,9.31,PayPal,2025-07-22 14:07:42,Completed,"903 Patricia Mission Apt. 634, Onealshire, GA 49535",Phone
TXN_00000928,CUST_000460,PROD_000295,2,42.15,84.3,1.72,6.74,6.04,Credit Card,2025-07-22 14:10:05,Refunded,"17028 Garcia Divide Apt. 593, Hillside, DC 00545",Phone
TXN_00000929,CUST_000776,PROD_000357,1,165.9,165.9,3.39,13.27,1.27,PayPal,2025-07-22 14:05:50,Completed,"Unit 4902 Box 1444, DPO AE 47250",In-Store
TXN_00000930,CUST_000265,PROD_000083,5,438.63,2193.16,243.68,175.45,1.46,PayPal,2025-07-22 14:05:43,Refunded,"30523 Jessica Crossroad Suite 473, West Jeanport, NH 98175",In-Store
TXN_00000931,CUST_000049,PROD_000122,1,83.5,83.5,4.4,6.68,1.82,Credit Card,2025-07-22 14:05:26,Pending,"25787 Catherine Passage, West Sarah, MD 21800",Mobile App
TXN_00000932,CUST_000949,PROD_000205,5,203.8,1018.98,113.22,81.52,11.11,Bank Transfer,2025-07-22 14:09:41,Pending,"10907 Davis Point Apt. 353, Port Molly, NJ 83023",Mobile App
TXN_00000933,CUST_000673,PROD_000004,2,460.68,921.36,18.8,73.71,4.51,PayPal,2025-07-22 14:07:00,Completed,"0996 James Tunnel Suite 009, Edwinport, DC 88904",Phone
TXN_00000934,CUST_000769,PROD_000071,5,334.92,1674.58,34.18,133.97,10.32,Credit Card,2025-07-22 14:04:23,Completed,"40567 Castaneda Cove, West Christian, MN 68482",Website
TXN_00000935,CUST_000801,PROD_000261,2,33.12,66.25,1.35,5.3,9.06,Credit Card,2025-07-22 14:07:19,Completed,"192 Logan Ridge, North Aaron, MA 29904",Mobile App
TXN_00000936,CUST_000238,PROD_000008,2,157.54,315.09,6.43,25.21,1.55,Credit Card,2025-07-22 14:06:48,Refunded,"186 Mark Corners, Reginaview, FL 30092",Phone
TXN_00000937,CUST_000857,PROD_000444,1,409.06,409.06,45.45,32.72,13.89,PayPal,2025-07-22 14:09:44,Refunded,"31252 White Flats Suite 256, North Abigailhaven, MP 81674",Phone
TXN_00000938,CUST_000094,PROD_000185,2,44.41,88.82,4.68,7.11,12.3,PayPal,2025-07-22 14:07:27,Refunded,"460 Derrick Flats Suite 697, West Michelle, HI 11093",Website
TXN_00000939,CUST_000389,PROD_000114,4,443.6,1774.4,197.16,141.95,2.19,Credit Card,2025-07-22 14:08:10,Pending,"8088 Phillip Expressway, South Ericberg, IA 80319",Mobile App
TXN_00000940,CUST_000279,PROD_000332,2,14.49,28.98,1.52,2.32,2.56,Debit Card,2025-07-22 14:08:39,Refunded,"23288 Thomas Highway, Elizabethshire, NM 48648",Phone
TXN_00000941,CUST_000179,PROD_000451,3,79.61,238.82,4.87,19.11,4.34,Credit Card,2025-07-22 14:08:38,Refunded,"9171 Matthew Parkway Suite 294, Taraborough, NM 83789",In-Store
TXN_00000942,CUST_000705,PROD_000056,3,364.04,1092.12,57.48,87.37,5.87,Credit Card,2025-07-22 14:09:50,Refunded,"99202 Timothy Station Suite 696, Port Gary, MI 31136",Phone
TXN_00000943,CUST_000017,PROD_000141,4,39.23,156.94,8.26,12.56,2.22,PayPal,2025-07-22 14:06:39,Refunded,"726 Jessica Run Suite 987, Grahamshire, KY 42746",Website
TXN_00000944,CUST_000694,PROD_000266,5,73.51,367.55,7.5,29.4,5.84,PayPal,2025-07-22 14:08:28,Completed,"14107 Stephen Mews Apt. 485, Port Destinyside, MP 80016",Phone
TXN_00000945,CUST_000765,PROD_000307,1,190.16,190.16,10.01,15.21,13.62,PayPal,2025-07-22 14:08:56,Pending,"308 Brandon Locks Suite 899, Dakotaview, MI 37732",Phone
TXN_00000946,CUST_000102,PROD_000487,4,86.7,346.79,38.53,27.74,4.15,Debit Card,2025-07-22 14:04:17,Cancelled,"782 Jessica Crossroad Apt. 699, Williamfurt, MT 80323",Mobile App
TXN_00000947,CUST_000509,PROD_000242,3,13.27,39.8,4.42,3.18,13.54,Bank Transfer,2025-07-22 14:07:23,Completed,"6345 Baxter Highway Apt. 441, Cherylfurt, OK 79600",Mobile App
TXN_00000948,CUST_000721,PROD_000262,2,85.58,171.16,19.02,13.69,5.28,PayPal,2025-07-22 14:09:07,Refunded,"69945 Brian Inlet, New Samanthaville, AK 55466",Mobile App
TXN_00000949,CUST_000263,PROD_000069,3,440.36,1321.09,69.53,105.69,11.77,PayPal,2025-07-22 14:07:01,Refunded,"98196 Julia Curve, Waltersstad, HI 31921",Website
TXN_00000950,CUST_000666,PROD_000104,4,456.72,1826.88,37.28,146.15,5.65,Bank Transfer,2025-07-22 14:06:26,Pending,"848 Martinez Viaduct, Kerriside, IL 27317",In-Store
TXN_00000951,CUST_000072,PROD_000040,2,416.6,833.21,43.85,66.66,10.47,PayPal,2025-07-22 14:08:17,Refunded,"USNV Perkins, FPO AP 12709",Website
TXN_00000952,CUST_000216,PROD_000382,1,113.06,113.06,12.56,9.04,0.44,Debit Card,2025-07-22 14:06:38,Pending,"3663 Cole Point, West Donberg, ME 97206",Website
TXN_00000953,CUST_000923,PROD_000480,1,309.48,309.48,16.29,24.76,7.49,Bank Transfer,2025-07-22 14:05:44,Cancelled,"1101 Owens Bridge Apt. 325, Frankport, TN 39004",Mobile App
TXN_00000954,CUST_000235,PROD_000244,2,411.11,822.22,16.78,65.78,1.58,Debit Card,2025-07-22 14:04:15,Refunded,"7501 Christopher Overpass Apt. 099, Hillville, WY 78210",Phone
TXN_00000955,CUST_000353,PROD_000006,1,85.15,85.15,4.48,6.81,0.93,PayPal,2025-07-22 14:04:26,Completed,"69572 Harper Canyon, Port Jason, MD 06236",Website
TXN_00000956,CUST_000103,PROD_000214,1,194.37,194.37,10.23,15.55,6.62,PayPal,2025-07-22 14:05:17,Completed,"846 Alexandra Burg Suite 200, West Karen, GA 38068",Mobile App
TXN_00000957,CUST_000807,PROD_000418,3,417.69,1253.07,139.23,100.25,1.61,Bank Transfer,2025-07-22 14:08:44,Refunded,"396 Larson Summit Suite 442, Edwardview, TN 85494",Mobile App
TXN_00000958,CUST_000408,PROD_000041,5,479.78,2398.89,48.96,191.91,8.35,Debit Card,2025-07-22 14:09:03,Cancelled,"5668 Ramos Flats, East Paul, ID 87776",Phone
TXN_00000959,CUST_000801,PROD_000453,4,95.0,380.0,7.76,30.4,10.18,Debit Card,2025-07-22 14:05:28,Pending,"192 Logan Ridge, North Aaron, MA 29904",Mobile App
TXN_00000960,CUST_000661,PROD_000234,4,330.58,1322.32,69.6,105.79,12.21,Debit Card,2025-07-22 14:06:06,Completed,"212 Cardenas Path Suite 856, South Christopher, LA 20453",Website
TXN_00000961,CUST_000950,PROD_000226,1,263.14,263.14,29.24,21.05,3.05,Debit Card,2025-07-22 14:06:47,Completed,"0215 Sarah Courts, West Maria, IN 83939",In-Store
TXN_00000962,CUST_000468,PROD_000173,4,450.57,1802.3,36.78,144.18,8.52,Credit Card,2025-07-22 14:06:05,Cancelled,"545 Williams Springs, Scottstad, LA 85987",Mobile App
TXN_00000963,CUST_000701,PROD_000395,5,382.38,1911.88,100.62,152.95,7.44,Debit Card,2025-07-22 14:09:51,Refunded,"92581 Collier Ways Suite 212, South Lisa, DE 91755",In-Store
TXN_00000964,CUST_000442,PROD_000462,3,432.41,1297.24,144.14,103.78,9.28,Debit Card,2025-07-22 14:08:04,Completed,"0836 Evelyn Haven Suite 488, Cruzfort, FL 65982",Phone
TXN_00000965,CUST_000408,PROD_000384,4,129.23,516.93,10.55,41.35,9.38,Credit Card,2025-07-22 14:05:01,Completed,"5668 Ramos Flats, East Paul, ID 87776",Mobile App
TXN_00000966,CUST_000666,PROD_000125,5,402.17,2010.86,41.04,160.87,4.47,Credit Card,2025-07-22 14:06:44,Refunded,"848 Martinez Viaduct, Kerriside, IL 27317",Mobile App
TXN_00000967,CUST_000353,PROD_000274,1,263.95,263.95,13.89,21.12,9.02,PayPal,2025-07-22 14:05:42,Completed,"69572 Harper Canyon, Port Jason, MD 06236",Mobile App
TXN_00000968,CUST_000429,PROD_000453,3,92.09,276.28,14.54,22.1,13.83,PayPal,2025-07-22 14:06:38,Refunded,"3468 John Underpass, Melissaview, SC 05817",In-Store
TXN_00000969,CUST_000865,PROD_000206,1,41.31,41.31,0.84,3.3,13.09,Debit Card,2025-07-22 14:05:51,Cancelled,"28219 Michele Parkway, Grimesside, GA 63515",Website
TXN_00000970,CUST_000646,PROD_000282,5,195.1,975.49,19.91,78.04,8.63,PayPal,2025-07-22 14:09:59,Refunded,"116 Theresa Prairie Apt. 004, North Edward, OH 55188",Website
TXN_00000971,CUST_000320,PROD_000379,5,447.59,2237.94,248.66,179.04,10.46,Credit Card,2025-07-22 14:08:30,Refunded,"27819 Wiggins Estate Apt. 710, Lake Ericahaven, NJ 51005",In-Store
TXN_00000972,CUST_000111,PROD_000123,1,31.84,31.84,3.54,2.55,0.48,Bank Transfer,2025-07-22 14:09:50,Cancelled,"USS Robinson, FPO AA 30876",Mobile App
TXN_00000973,CUST_000107,PROD_000268,3,417.96,1253.89,65.99,100.31,13.32,Credit Card,2025-07-22 14:08:36,Pending,"193 Russell Mission Suite 650, Nunezside, AL 84573",Mobile App
TXN_00000974,CUST_000987,PROD_000218,5,197.84,989.19,52.06,79.14,12.25,PayPal,2025-07-22 14:04:43,Completed,"USCGC Berger, FPO AA 97373",Mobile App
